Customer ID,Age,Gender,Subscription Status,Previous Purchases,Frequency of Purchases,Location
69,57,Male,Yes,21,Every 3 Months,Utah
863,19,Male,Yes,13,Fortnightly,Arkansas
2887,42,Female,No,29,Weekly,Utah
1197,30,Male,No,13,Bi-Weekly,North Dakota
56,40,Male,Yes,49,Annually,South Carolina
618,50,Male,Yes,2,Quarterly,Colorado
4451,20,Female,No,,Monthly,Chicago
4802,58,Female,No,,Quarterly,Phoenix
1142,39,Male,No,23,Fortnightly,Ohio
1237,42,Male,No,35,Every 3 Months,New Mexico
2987,62,Female,No,16,Monthly,Arizona
2341,63,Male,No,37,Fortnightly,Delaware
480,39,Male,Yes,43,Monthly,Iowa
1088,45,Male,No,7,Monthly,West Virginia
120,38,Male,Yes,44,Annually,Wyoming
398,22,Male,Yes,26,Annually,Mississippi
2101,68,Male,No,36,Fortnightly,Michigan
1336,56,Male,No,26,Weekly,Nevada
4154,54,Male,Yes,,Monthly,Los Angeles
2522,29,Male,No,18,Every 3 Months,Minnesota
4736,46,Other,Yes,,Monthly,Phoenix
2779,70,Female,No,24,Bi-Weekly,Pennsylvania
132,28,Male,Yes,46,Weekly,Maine
361,51,Male,Yes,18,Fortnightly,Rhode Island
4423,66,Female,Yes,6,Monthly,Los Angeles
4963,27,Female,No,,Quarterly,Phoenix
297,25,Male,Yes,19,Weekly,Indiana
2199,57,Male,No,35,Monthly,New York
2426,58,Male,No,34,Quarterly,North Dakota
970,40,Male,Yes,37,Monthly,California
4413,26,Other,Yes,24,Weekly,Phoenix
1173,59,Male,No,42,Bi-Weekly,Oregon
417,36,Male,Yes,24,Fortnightly,Oregon
4043,65,Male,No,,Quarterly,Los Angeles
4595,47,Male,No,32,Quarterly,Houston
1361,56,Male,No,4,Annually,Alabama
596,30,Male,Yes,47,Quarterly,Delaware
3204,63,Female,No,14,Annually,New Jersey
3104,27,Female,No,42,Weekly,Illinois
1700,20,Male,No,34,Annually,North Dakota
1937,70,Male,No,44,Every 3 Months,Minnesota
3276,43,Female,No,2,Weekly,Alabama
4,21,Male,Yes,49,Weekly,Rhode Island
2847,50,Female,No,15,Bi-Weekly,Oklahoma
2598,60,Male,No,13,Bi-Weekly,Alabama
61,50,Male,Yes,17,Weekly,Idaho
3042,48,Female,No,27,Monthly,Rhode Island
5003,47,Other,No,,Monthly,Phoenix
2496,40,Male,No,34,Every 3 Months,Nebraska
544,53,Male,Yes,11,Monthly,Alabama
1722,34,Male,No,24,Monthly,Delaware
884,28,Male,Yes,30,Monthly,Pennsylvania
3837,62,Female,No,38,Fortnightly,Alaska
3875,70,Female,No,33,Bi-Weekly,Nevada
1554,27,Male,No,21,Quarterly,Delaware
4456,66,Male,Yes,6,Monthly,New York
2052,65,Male,No,14,Monthly,Massachusetts
2630,61,Male,No,25,Annually,New Hampshire
244,25,Male,Yes,4,Monthly,Kentucky
1542,24,Male,No,35,Bi-Weekly,Illinois
3637,50,Female,No,36,Weekly,California
2994,32,Female,No,18,Bi-Weekly,Kansas
4516,18,Female,No,,Quarterly,New York
2447,38,Male,No,7,Monthly,Alaska
1521,21,Male,No,39,Quarterly,Iowa
96,37,Male,Yes,48,Monthly,Missouri
2978,38,Female,No,20,Annually,Washington
4136,70,Other,Yes,,Monthly,New York
862,46,Male,Yes,35,Every 3 Months,Virginia
3079,32,Female,No,24,Bi-Weekly,Alaska
4908,21,Other,No,,Weekly,New York
100,26,Male,Yes,33,Quarterly,Missouri
3825,54,Female,No,31,Quarterly,Georgia
2410,26,Male,No,47,Every 3 Months,Washington
440,62,Male,Yes,31,Monthly,Idaho
2548,47,Male,No,16,Weekly,Mississippi
1420,43,Male,No,4,Quarterly,Montana
829,24,Male,Yes,27,Bi-Weekly,Nevada
4793,33,Other,No,28,Weekly,New York
3174,69,Female,No,32,Fortnightly,Washington
2908,19,Female,No,50,Bi-Weekly,Maryland
4679,31,Male,Yes,,Monthly,Los Angeles
4646,34,Female,No,,Weekly,New York
176,53,Male,Yes,2,Annually,Oklahoma
3652,20,Female,No,5,Every 3 Months,Arizona
4734,52,Female,Yes,,Weekly,Phoenix
4935,62,Male,Yes,20,Quarterly,New York
772,22,Male,Yes,34,Fortnightly,Hawaii
3180,57,Female,No,12,Bi-Weekly,Idaho
2821,26,Female,No,5,Bi-Weekly,Vermont
4942,62,Female,No,,Monthly,Los Angeles
992,20,Male,Yes,40,Bi-Weekly,Wisconsin
2899,23,Female,No,29,Annually,New Jersey
4652,70,Female,Yes,,Weekly,Los Angeles
66,65,Male,Yes,44,Every 3 Months,New Jersey
4266,23,Female,Yes,22,Weekly,Phoenix
3103,51,Female,No,29,Bi-Weekly,South Dakota
4468,64,Male,No,19,Weekly,New York
2704,56,Female,No,34,Weekly,Tennessee
3410,24,Female,No,3,Every 3 Months,Minnesota
4550,65,Male,No,17,Quarterly,Chicago
2559,49,Male,No,24,Fortnightly,California
4132,62,Male,No,,Weekly,Los Angeles
1566,58,Male,,48,Annually,Idaho
1595,40,Male,No,3,Fortnightly,Colorado
4664,38,Female,Yes,,Quarterly,Los Angeles
1331,30,Male,No,20,Bi-Weekly,Vermont
1613,18,Male,No,26,Monthly,Wisconsin
121,64,Male,Yes,32,Annually,West Virginia
4439,55,Other,Yes,,Weekly,New York
2504,69,Male,No,5,Bi-Weekly,Ohio
4553,70,Female,Yes,,Monthly,Chicago
1129,56,Male,No,35,Monthly,New York
2187,55,Male,No,6,Every 3 Months,New Mexico
4151,64,Male,No,,Weekly,New York
2008,26,Male,No,8,Quarterly,Virginia
4706,52,Male,No,,Monthly,Houston
627,31,Male,Yes,10,Annually,New Hampshire
2912,28,Female,No,34,Quarterly,Ohio
3181,18,Female,No,46,Weekly,Montana
340,40,Male,Yes,21,Every 3 Months,Pennsylvania
3219,37,Female,No,49,Monthly,Florida
2086,69,Male,No,38,Weekly,New York
3780,60,Female,No,45,Annually,California
367,64,Male,Yes,37,Fortnightly,Nebraska
4775,57,Female,Yes,,Weekly,New York
4239,59,Female,Yes,14,Monthly,Chicago
2665,22,Female,No,37,Weekly,Illinois
1519,68,Male,No,14,Fortnightly,New York
108,28,Male,Yes,46,Fortnightly,Maryland
1100,19,Male,No,45,Fortnightly,North Carolina
990,70,Male,Yes,2,Monthly,Texas
3356,40,Female,No,3,Bi-Weekly,Delaware
4932,57,Other,Yes,,Quarterly,Phoenix
2686,56,Female,No,49,Quarterly,Virginia
4127,38,Other,No,10,Monthly,Chicago
808,27,Male,Yes,15,Weekly,New York
3400,40,Female,No,36,Annually,Montana
5051,34,Female,Yes,11,Quarterly,Houston
1158,37,Male,No,11,Quarterly,Maryland
914,37,Male,Yes,29,Every 3 Months,Utah
1078,58,Male,No,5,Quarterly,West Virginia
1488,40,Male,No,26,Annually,Arizona
3189,42,Female,No,39,Monthly,Vermont
1087,53,Male,No,27,Bi-Weekly,Alaska
1609,26,Male,No,12,Bi-Weekly,Nebraska
1303,23,Male,No,37,Monthly,Idaho
3664,65,Female,No,49,Weekly,Florida
751,25,Male,Yes,5,Annually,Maryland
3816,32,Female,No,12,Fortnightly,Maine
726,61,Male,Yes,33,Fortnightly,Texas
3520,31,Female,No,14,Fortnightly,Wisconsin
2489,56,Male,No,30,Monthly,New Hampshire
4045,52,Female,No,,Weekly,Houston
3289,67,Female,No,19,Bi-Weekly,South Carolina
4653,50,Female,Yes,3,Quarterly,Los Angeles
1395,26,Male,No,39,Weekly,Iowa
1989,46,Male,No,26,Weekly,Virginia
3048,21,Female,No,3,Bi-Weekly,Vermont
226,25,Male,Yes,11,Annually,Arkansas
3676,70,Female,No,3,Monthly,Virginia
191,65,Male,Yes,48,Quarterly,Indiana
4876,67,Other,No,18,Weekly,Los Angeles
1183,37,Male,No,45,Quarterly,New Mexico
3143,23,Female,No,1,Quarterly,Kansas
3202,46,Female,No,34,Monthly,Vermont
4532,25,Male,No,,Quarterly,Los Angeles
1006,43,Male,Yes,5,Bi-Weekly,New York
3247,70,Female,No,37,Monthly,Michigan
251,33,Male,Yes,9,Weekly,Mississippi
3517,34,Female,No,38,Bi-Weekly,South Carolina
4860,69,Other,No,23,Monthly,Phoenix
98,21,Male,Yes,37,Annually,Virginia
1641,65,Male,No,13,Weekly,Tennessee
3899,44,Female,No,24,Weekly,Minnesota
4277,38,Female,No,,Weekly,Phoenix
595,35,Male,Yes,6,Monthly,Oklahoma
949,49,Male,Yes,11,Every 3 Months,Alabama
2643,39,Male,No,48,Annually,Iowa
2499,18,Male,No,38,Fortnightly,Massachusetts
453,45,Male,Yes,39,Fortnightly,Missouri
3753,24,Female,No,43,Weekly,Washington
3887,37,Female,No,40,Quarterly,Iowa
403,31,Male,Yes,26,Monthly,California
34,54,Male,Yes,45,Quarterly,Colorado
2814,45,Female,No,39,Quarterly,Vermont
918,69,Male,Yes,11,Quarterly,Missouri
2151,57,Male,No,12,Weekly,Illinois
3041,18,Female,No,10,Fortnightly,Nebraska
1839,37,Male,No,11,Quarterly,Vermont
4102,32,Male,No,2,Quarterly,Los Angeles
881,39,Male,Yes,25,Monthly,Nevada
4099,66,Other,No,8,Weekly,Los Angeles
4620,53,Female,No,,Weekly,New York
3381,41,Female,No,6,Every 3 Months,North Dakota
1626,34,Male,No,3,Bi-Weekly,Minnesota
4624,23,Other,No,26,Weekly,Houston
540,49,Male,Yes,49,Weekly,Wyoming
3191,41,Female,No,5,Fortnightly,California
3817,29,Female,No,45,Fortnightly,Maryland
2227,22,Male,No,28,Annually,Missouri
3487,51,Female,No,6,Weekly,North Carolina
1820,51,Male,No,50,Quarterly,Nevada
3320,23,Female,No,17,Every 3 Months,North Dakota
24,31,Male,Yes,40,Weekly,Oklahoma
3857,39,Female,No,8,Quarterly,Virginia
3430,27,Female,No,34,Weekly,Alaska
3545,64,Female,No,42,Every 3 Months,Wisconsin
1972,54,Male,No,1,Monthly,Pennsylvania
1896,31,Male,No,3,Monthly,Washington
2420,26,Male,No,11,Every 3 Months,North Carolina
4655,43,Male,Yes,,Weekly,Phoenix
2281,22,Male,No,31,Fortnightly,Kentucky
2999,31,Female,No,30,Quarterly,Alaska
291,58,Male,Yes,50,Weekly,Colorado
3361,22,Female,No,47,Every 3 Months,Minnesota
2754,69,Female,No,48,Quarterly,Rhode Island
4645,19,Male,No,,Weekly,Los Angeles
701,57,Male,Yes,5,Monthly,Wisconsin
1127,23,Male,No,47,Fortnightly,Iowa
2802,64,Female,No,30,Annually,New Mexico
5010,68,Other,No,46,Quarterly,New York
3860,65,Female,No,47,Bi-Weekly,Mississippi
35,36,Male,Yes,38,Quarterly,North Dakota
3107,62,Female,No,20,Annually,Alabama
3469,36,Female,No,36,Quarterly,Ohio
131,44,Male,Yes,13,Fortnightly,Kentucky
3888,40,Female,No,1,Quarterly,Kansas
4253,59,Female,Yes,49,Weekly,Chicago
1720,45,Male,No,8,Quarterly,Maryland
3500,22,Female,No,13,Every 3 Months,New Jersey
122,19,Male,Yes,11,Fortnightly,Virginia
2667,49,Female,No,14,Fortnightly,Ohio
586,69,Male,Yes,5,Every 3 Months,South Carolina
4278,57,Male,Yes,5,Weekly,Houston
3710,31,Female,No,27,Quarterly,Utah
2938,28,Female,No,15,Weekly,West Virginia
2512,54,Male,No,1,Quarterly,Idaho
136,43,Male,Yes,12,Quarterly,Kansas
1434,70,Male,No,45,Weekly,Minnesota
4887,64,Other,Yes,,Weekly,Chicago
2490,66,Male,No,50,Quarterly,South Dakota
73,18,Male,Yes,21,Every 3 Months,Georgia
451,25,Male,Yes,19,Monthly,Connecticut
1818,32,Male,No,20,Weekly,Delaware
1266,32,Male,No,27,Weekly,Louisiana
4830,34,Other,Yes,22,Quarterly,Houston
4583,20,Other,Yes,32,Quarterly,New York
2088,54,Male,No,1,Weekly,Wisconsin
2197,25,Male,No,31,Weekly,Vermont
4693,60,Male,Yes,,Monthly,Chicago
3835,43,Female,No,17,Quarterly,Tennessee
2182,22,Male,No,32,Bi-Weekly,Hawaii
3423,19,Female,No,9,Monthly,New York
569,44,Male,Yes,36,Monthly,Utah
2482,41,Male,No,35,Weekly,New Jersey
663,24,Male,Yes,39,Bi-Weekly,Illinois
1782,31,Male,No,49,Quarterly,Iowa
1028,33,Male,Yes,11,Monthly,Ohio
3277,39,Female,No,41,Every 3 Months,South Dakota
4990,32,Female,No,44,Monthly,Phoenix
2069,70,Male,No,44,Monthly,Vermont
496,33,Male,Yes,6,Fortnightly,Michigan
3026,40,Female,No,7,Monthly,Montana
3539,56,Female,No,21,Monthly,Iowa
3524,49,Female,No,30,Fortnightly,Nevada
1500,19,Male,No,24,Every 3 Months,Georgia
1439,58,Male,No,24,Monthly,Washington
552,29,Male,Yes,27,Bi-Weekly,Idaho
3408,46,Female,No,20,Quarterly,Alabama
745,67,Male,Yes,42,Bi-Weekly,Illinois
3894,21,Female,No,29,Bi-Weekly,Massachusetts
2655,23,Female,No,4,Annually,Idaho
2093,42,Male,No,27,Weekly,Minnesota
1737,57,Male,No,43,Quarterly,Tennessee
1344,68,Male,No,34,Monthly,Florida
4772,50,Female,Yes,18,Weekly,Los Angeles
5040,27,Male,No,36,Quarterly,Chicago
2884,22,Female,No,10,Weekly,Rhode Island
3480,46,Female,No,41,Monthly,New York
3713,51,Female,No,24,Quarterly,Oregon
4131,44,Male,No,,Weekly,Los Angeles
4140,70,Female,No,,Weekly,New York
2605,47,Male,No,6,Weekly,Colorado
1923,18,Male,No,9,Monthly,Kentucky
2703,70,Female,No,39,Fortnightly,Texas
522,36,Male,Yes,50,Annually,Vermont
1196,25,Male,No,33,Monthly,Texas
342,20,Male,Yes,40,Bi-Weekly,Utah
3100,42,Female,No,21,Bi-Weekly,Michigan
1535,55,Male,No,26,Fortnightly,Wyoming
3821,34,Female,No,34,Quarterly,New Hampshire
1461,70,Male,No,33,Bi-Weekly,Pennsylvania
2558,70,Male,No,17,Fortnightly,Oklahoma
4065,23,Male,Yes,,Quarterly,Phoenix
2082,24,Male,No,48,Bi-Weekly,Alabama
1871,43,Male,No,27,Fortnightly,Wyoming
1301,67,Male,No,47,Every 3 Months,West Virginia
873,56,Male,Yes,25,Quarterly,North Dakota
4031,44,Other,Yes,0,Monthly,New York
1036,61,Male,Yes,32,Annually,Georgia
3260,57,Female,No,5,Every 3 Months,Oklahoma
240,49,Male,Yes,47,Bi-Weekly,Vermont
194,36,Male,Yes,29,Annually,North Dakota
2122,43,Male,No,32,Monthly,Alaska
2652,51,Male,No,27,Quarterly,Tennessee
1205,67,Male,No,20,Every 3 Months,Florida
1431,48,Male,No,3,Fortnightly,Michigan
2113,43,Male,No,7,Fortnightly,Tennessee
1983,41,Male,No,32,Monthly,Kansas
5074,24,Other,Yes,,Weekly,Chicago
1513,60,Male,No,18,Bi-Weekly,Wisconsin
31,57,Male,Yes,16,Monthly,North Carolina
1712,21,Male,No,19,Monthly,North Carolina
948,57,Male,Yes,6,Every 3 Months,Indiana
3488,25,Female,No,39,Annually,West Virginia
4573,23,Male,No,3,Quarterly,Phoenix
4211,58,Other,Yes,,Weekly,Chicago
1316,56,Male,No,29,Quarterly,Mississippi
1924,64,Male,No,7,Annually,Nebraska
2373,50,Male,No,9,Fortnightly,Alabama
4407,33,Male,Yes,,Monthly,New York
4839,43,Male,Yes,30,Quarterly,Houston
1281,30,Male,No,39,Every 3 Months,Georgia
4727,28,Other,Yes,9,Weekly,New York
943,26,Male,Yes,38,Bi-Weekly,Arizona
3237,63,Female,No,8,Monthly,South Carolina
1320,65,Male,No,48,Weekly,Oklahoma
4749,59,Female,Yes,14,Weekly,Los Angeles
495,38,Male,Yes,42,Weekly,Indiana
5093,28,Other,No,0,Monthly,Los Angeles
857,55,Male,Yes,47,Fortnightly,Alaska
2611,66,Male,No,25,Quarterly,West Virginia
1013,28,Male,Yes,27,Annually,New Mexico
3196,68,Female,No,36,Quarterly,Missouri
1603,54,Male,No,13,Fortnightly,West Virginia
2782,65,Female,No,33,Weekly,Mississippi
1660,53,Male,No,44,Annually,Utah
2143,47,Male,,21,Quarterly,North Dakota
4187,44,Male,Yes,16,Monthly,Los Angeles
1053,60,Male,Yes,1,Fortnightly,Virginia
2720,69,Female,No,4,Monthly,Louisiana
4735,56,Other,Yes,31,Weekly,Houston
2589,44,Male,No,38,Bi-Weekly,Delaware
4858,20,Other,No,40,Weekly,Chicago
4536,41,Male,No,,Weekly,New York
5076,53,Male,No,50,Monthly,Los Angeles
590,28,Male,Yes,40,Annually,Minnesota
4429,42,Other,Yes,,Weekly,Phoenix
128,24,Male,Yes,26,Weekly,Mississippi
1870,18,Male,No,16,Every 3 Months,West Virginia
1948,59,Male,No,2,,New York
932,24,Male,,24,Fortnightly,Nebraska
3299,65,Female,No,6,Every 3 Months,New Mexico
2819,46,Female,No,12,Annually,California
2715,53,Female,No,16,Bi-Weekly,Iowa
208,62,Male,Yes,17,Bi-Weekly,Rhode Island
2234,38,Male,No,48,Monthly,Florida
3055,42,Female,No,34,Monthly,New Hampshire
1457,59,Male,No,30,Every 3 Months,Montana
2467,32,Male,No,37,Annually,South Dakota
2833,29,Female,No,40,Quarterly,Maryland
2006,18,Male,No,30,Fortnightly,Tennessee
1597,42,Male,No,15,Monthly,Mississippi
1803,57,Male,No,31,Bi-Weekly,Rhode Island
2012,57,Male,No,4,Monthly,West Virginia
2158,41,Male,No,41,Fortnightly,Mississippi
4826,66,Other,No,50,Quarterly,Houston
3736,38,Female,No,29,Annually,Massachusetts
1549,69,Male,No,43,Weekly,Maryland
87,24,Male,Yes,47,Bi-Weekly,Nevada
4547,66,Female,Yes,30,Quarterly,Phoenix
4580,53,Other,No,22,Quarterly,Houston
646,62,Male,Yes,15,Bi-Weekly,Oklahoma
2527,47,Male,No,30,Bi-Weekly,Rhode Island
2714,19,Female,No,20,Annually,Mississippi
4403,70,Other,Yes,20,Weekly,New York
2080,32,Male,No,16,Quarterly,Montana
2107,60,Male,No,40,Every 3 Months,Vermont
3796,45,Female,No,3,Weekly,Arkansas
1675,35,Male,No,10,Fortnightly,Alaska
3071,52,Female,No,43,Bi-Weekly,Alabama
4181,34,Female,No,7,Monthly,Los Angeles
3334,55,Female,No,3,Monthly,Minnesota
1082,62,Male,No,45,Annually,Idaho
262,21,Male,Yes,21,Annually,California
2528,19,Male,No,33,Every 3 Months,Illinois
2763,58,Female,No,10,Every 3 Months,Georgia
1131,67,Male,No,30,Bi-Weekly,Kentucky
4376,64,Female,No,,Monthly,Phoenix
2380,40,Male,No,22,Monthly,South Dakota
1242,58,Male,No,34,Weekly,Hawaii
4702,26,Female,Yes,30,Monthly,Houston
3091,29,Female,No,15,Quarterly,Texas
1957,70,Male,No,20,Fortnightly,Oklahoma
921,37,Male,Yes,37,Weekly,Arkansas
2924,28,Female,No,12,Quarterly,Pennsylvania
4521,31,Other,No,7,Weekly,Houston
3131,52,Female,No,34,Every 3 Months,Vermont
2231,52,Male,No,33,Fortnightly,Colorado
460,63,Male,Yes,27,Fortnightly,Maryland
2246,49,Male,No,45,Fortnightly,Delaware
276,48,Male,Yes,13,Weekly,Virginia
866,64,Male,Yes,23,Annually,Colorado
86,53,Male,Yes,2,Bi-Weekly,New Mexico
3094,29,Female,No,17,Every 3 Months,Pennsylvania
2593,23,Male,No,13,Quarterly,Iowa
3757,64,Female,No,42,Bi-Weekly,South Carolina
3431,67,Female,No,17,Every 3 Months,Montana
971,45,Male,Yes,4,Monthly,California
2531,25,Male,No,28,Weekly,Massachusetts
3462,51,Female,No,47,Quarterly,Wyoming
4779,36,Other,Yes,50,Quarterly,New York
1591,54,Male,No,8,Annually,Wisconsin
2066,27,Male,No,6,Bi-Weekly,Oregon
2455,32,Male,No,33,Annually,Alaska
1188,56,Male,No,37,Every 3 Months,Iowa
3503,31,Female,No,26,Quarterly,Massachusetts
973,61,Male,Yes,33,Weekly,Colorado
1763,36,Male,No,41,Fortnightly,Idaho
901,54,Male,Yes,42,Quarterly,West Virginia
4206,57,Female,No,,Quarterly,Houston
1177,36,Male,No,39,Quarterly,Oregon
2423,30,Male,No,45,Weekly,Georgia
4265,63,Other,Yes,,Monthly,Houston
372,27,Male,Yes,47,Monthly,North Carolina
3399,54,Female,No,44,Fortnightly,Montana
1372,40,Male,No,42,Monthly,Mississippi
189,50,Male,Yes,5,Bi-Weekly,Arkansas
3084,22,Female,No,28,Quarterly,Illinois
650,53,Male,Yes,33,Every 3 Months,Delaware
4294,25,Other,No,20,Quarterly,Houston
1888,64,Male,No,3,Monthly,North Dakota
4393,48,Male,No,43,Weekly,Houston
1146,31,Male,No,30,Every 3 Months,Nevada
3236,27,Female,No,18,Monthly,Kansas
4982,66,Female,Yes,,Weekly,Los Angeles
2672,37,Female,No,41,Every 3 Months,Alabama
3344,24,Female,No,6,Bi-Weekly,Kentucky
2824,26,Female,No,47,Bi-Weekly,Utah
4216,56,Female,Yes,8,Monthly,Los Angeles
2371,51,Male,No,38,Weekly,Alaska
4112,51,Female,Yes,,Monthly,Phoenix
4490,34,Female,Yes,10,Monthly,New York
308,29,Male,Yes,3,Every 3 Months,Florida
3152,52,Female,No,47,Quarterly,New Mexico
543,27,Male,Yes,35,Bi-Weekly,Illinois
2920,64,Female,No,31,Monthly,Minnesota
3663,69,Female,No,11,Weekly,Rhode Island
859,19,Male,Yes,33,Weekly,Oklahoma
1422,68,Male,No,24,Fortnightly,Pennsylvania
1085,34,Male,No,48,Quarterly,Arkansas
1121,22,Male,No,40,Monthly,Pennsylvania
2984,60,Female,No,1,Quarterly,West Virginia
2657,52,Female,No,29,Fortnightly,Indiana
2288,66,Male,No,6,Annually,Nebraska
647,51,Male,Yes,19,Bi-Weekly,Indiana
839,33,Male,Yes,49,Annually,Kentucky
2180,49,Male,No,14,Monthly,Delaware
868,37,Male,Yes,23,Fortnightly,Colorado
1653,65,Male,No,1,Fortnightly,New Mexico
17,25,Male,,44,Bi-Weekly,Alabama
2493,50,Male,No,34,Bi-Weekly,South Dakota
292,57,Male,Yes,40,Monthly,Delaware
4008,33,Other,No,41,Weekly,New York
3315,55,Female,No,8,Quarterly,Kansas
4379,70,Female,Yes,38,Monthly,Los Angeles
4098,60,Male,No,,Quarterly,Phoenix
3374,70,Female,No,12,Every 3 Months,Minnesota
1697,31,Male,No,7,Bi-Weekly,West Virginia
4831,66,Female,No,,Monthly,Phoenix
2198,33,Male,No,40,Monthly,Pennsylvania
704,63,Male,Yes,21,Weekly,Connecticut
2771,50,Female,No,22,Quarterly,Nebraska
1629,45,Male,No,7,Monthly,Massachusetts
2210,42,Male,No,44,Quarterly,Utah
2825,39,Female,No,49,Quarterly,Utah
3748,26,Female,No,32,Bi-Weekly,Rhode Island
980,64,Male,Yes,34,Monthly,New Hampshire
4733,26,Female,No,29,Monthly,New York
1182,61,Male,No,43,Quarterly,New York
355,58,Male,Yes,42,Weekly,Pennsylvania
3068,70,Female,No,2,Weekly,Missouri
1136,65,Male,No,32,Quarterly,Massachusetts
5006,52,Male,No,,Quarterly,New York
193,46,Male,Yes,12,Bi-Weekly,Nebraska
3161,28,Female,No,37,Fortnightly,Nebraska
1751,31,Male,No,38,Every 3 Months,Missouri
484,23,Male,Yes,12,Weekly,Oklahoma
1203,48,Male,No,14,Every 3 Months,Maryland
2042,66,Male,No,14,Bi-Weekly,New York
4408,19,Male,Yes,,Weekly,Los Angeles
4508,50,Male,No,21,Monthly,Los Angeles
490,49,Male,Yes,40,Annually,South Dakota
2358,53,Male,No,40,Bi-Weekly,Michigan
4986,42,Male,No,,Monthly,New York
2571,36,Male,No,12,Fortnightly,New Mexico
258,20,Male,Yes,5,Quarterly,West Virginia
3087,47,Female,No,26,Every 3 Months,Utah
1779,49,Male,No,8,Bi-Weekly,Texas
1212,23,Male,No,14,Every 3 Months,Oklahoma
2057,55,Male,No,29,Monthly,Minnesota
3302,36,Female,No,31,Fortnightly,Oklahoma
2089,39,Male,No,49,Annually,California
1227,53,Male,No,18,Bi-Weekly,Ohio
4771,51,Female,No,3,Weekly,New York
2272,29,Male,No,49,Quarterly,Alaska
3869,18,Female,No,9,Annually,Maryland
4978,62,Other,Yes,,Weekly,Phoenix
4965,41,Female,Yes,,Monthly,Los Angeles
950,33,Male,Yes,49,Monthly,Montana
581,49,Male,Yes,10,Weekly,Iowa
1956,50,Male,No,37,Monthly,Maine
4755,36,Female,Yes,50,Quarterly,New York
268,64,Male,Yes,42,Annually,Maryland
4527,66,Male,Yes,,Monthly,Chicago
3533,61,Female,No,12,Annually,Connecticut
257,58,Male,Yes,20,Every 3 Months,South Dakota
695,41,Male,Yes,38,Every 3 Months,Kentucky
1814,40,Male,No,24,Weekly,Illinois
3352,43,Female,No,18,Fortnightly,New Hampshire
4286,54,Other,No,,Monthly,Houston
3683,42,Female,No,46,Bi-Weekly,Wyoming
4056,39,Other,Yes,,Quarterly,New York
4168,35,Female,No,,Weekly,Houston
3884,34,Female,No,22,Fortnightly,North Dakota
3887,37,Female,No,40,Quarterly,Iowa
1764,37,Male,No,28,Annually,Vermont
1119,49,Male,No,11,Every 3 Months,Indiana
2680,53,Female,No,7,Quarterly,Montana
3541,24,Female,No,5,Weekly,Nevada
2332,61,Male,No,10,Bi-Weekly,Illinois
5020,25,Male,Yes,,Monthly,Phoenix
814,54,Male,Yes,14,Annually,Montana
3407,57,Female,No,24,Quarterly,Nebraska
20,66,Male,Yes,46,Bi-Weekly,Rhode Island
4944,52,Female,Yes,0,Monthly,Houston
3351,45,Female,No,15,Bi-Weekly,Mississippi
1491,66,Male,No,15,Bi-Weekly,Louisiana
1772,46,Male,No,9,Annually,Indiana
5097,37,Male,Yes,10,Monthly,Houston
2907,58,Female,No,7,Annually,Virginia
3626,44,Female,No,32,Weekly,Illinois
545,34,Male,Yes,30,Every 3 Months,Washington
4549,51,Male,Yes,,Weekly,Los Angeles
683,23,Male,Yes,49,Bi-Weekly,Missouri
2063,54,Male,No,15,Quarterly,South Carolina
3375,22,Female,No,41,Annually,Nevada
1155,49,Male,No,44,Bi-Weekly,Georgia
4913,67,Other,Yes,35,Monthly,Phoenix
4340,40,Female,Yes,,Weekly,Chicago
2125,47,Male,No,22,Quarterly,Rhode Island
4166,35,Male,Yes,,Weekly,Chicago
1571,30,Male,No,3,Every 3 Months,Missouri
4283,66,Male,Yes,,Monthly,New York
4274,34,Female,No,42,Weekly,New York
4640,62,Male,No,9,Monthly,New York
4203,35,Male,Yes,,Quarterly,Los Angeles
1009,41,Male,Yes,29,Annually,New Mexico
3392,47,Female,No,6,Every 3 Months,Montana
3250,26,Female,No,32,Quarterly,Virginia
4515,60,Male,Yes,22,Quarterly,Houston
2682,23,Female,No,17,Monthly,Massachusetts
1517,20,Male,No,5,Bi-Weekly,Nevada
2422,37,Male,No,2,Every 3 Months,Minnesota
2734,31,Female,No,46,Annually,North Carolina
3401,39,Female,No,18,Fortnightly,Nevada
1530,20,Male,No,48,Bi-Weekly,Georgia
2767,66,Female,No,47,Monthly,Tennessee
4918,42,Female,Yes,38,Monthly,New York
4778,24,Female,No,,Monthly,Phoenix
14,65,Male,Yes,31,Weekly,New Hampshire
1333,66,Male,No,16,Quarterly,Alaska
3565,60,Female,No,40,Annually,Illinois
1806,41,Male,No,46,Weekly,Arizona
3786,64,Female,No,6,Monthly,New Hampshire
910,61,Male,Yes,36,Weekly,Louisiana
3671,31,Female,No,4,Every 3 Months,Vermont
3411,50,Female,No,38,Bi-Weekly,Ohio
371,59,Male,Yes,13,Weekly,Oregon
983,35,Male,Yes,37,Monthly,Texas
3806,48,Female,No,31,Quarterly,New Jersey
2580,65,Male,No,40,Weekly,Minnesota
2668,48,Female,No,31,Fortnightly,Maryland
4475,31,Other,Yes,,Monthly,Los Angeles
4022,39,Female,No,34,Weekly,Phoenix
5056,38,Female,No,,Quarterly,Phoenix
3673,51,Female,No,7,Monthly,New York
805,43,Male,Yes,28,Quarterly,Mississippi
